page_url,element_type,tag_name,id,classes,text,href,selector_css
https://platotech.com/lets-talk-solutions/,link,a,,fusion-logo-link,PLATO Logo,https://platotech.com/,body > div#wrapper > header > div.fusion-header-v1 > div.fusion-header > div.fusion-row > div.fusion-logo > a.fusion-logo-link
https://platotech.com/lets-talk-solutions/,link,a,,fusion-logo-link,,https://platotech.com/,body > div#wrapper > header > div.fusion-header-v1 > div.fusion-header > div.fusion-row > div.fusion-logo > a.fusion-logo-link
